"Label" "Region" "x" "y" "z"
"LH_SomMotA_19" 75 33.1516587677725 30.563981042654 63.6745655608215
"LH_SomMotA_20" 76 31.6152125279642 24.0156599552573 63.1096196868009
"LH_SomMotA_21" 77 25.516393442623 29.1516393442623 53.8524590163934
"LH_SomMotA_22" 78 3.48985507246377 29.8927536231884 59.704347826087
"LH_SomMotA_23" 79 23.2627118644068 39.6822033898305 62.614406779661
"LH_SomMotA_24" 80 8.253125 42.25 62.246875
"LH_SomMotA_25" 81 9.45454545454546 47.6193181818182 68.6477272727273
"LH_SomMotA_26" 82 26.0829015544041 36.5077720207254 72.119170984456
"LH_SomMotA_27" 83 23.6313131313131 44.9141414141414 59.9848484848485
"LH_SomMotA_28" 84 25.5871794871795 13.8871794871795 70.0641025641026
"LH_SomMotA_29" 85 18.9213483146067 9.12734082397004 63.1947565543071
"LH_SomMotA_30" 86 3.22377622377622 13.4965034965035 68.2097902097902
"LH_SomMotA_31" 87 20.7735042735043 25.4871794871795 64.991452991453
"LH_SomMotA_32" 88 21.4964871194379 29.7822014051522 63.3231850117096
"LH_SomMotA_33" 89 20.8899371069182 32.4685534591195 70.7075471698113
"LH_SomMotA_34" 90 19.2736842105263 45.2842105263158 64.7421052631579
"LH_SomMotA_35" 91 12.9484978540773 5.24463519313305 66.8969957081545
"LH_SomMotA_36" 92 18.2884615384615 12.8485576923077 74.34375
"LH_SomMotA_37" 93 9.43934426229508 42.6 74.4918032786885
"LH_SomMotA_38" 94 3.50869565217391 23.6347826086957 72.7434782608696
"LH_SomMotA_39" 95 2.18897637795276 36.6535433070866 69.2677165354331
"LH_SomMotA_40" 96 9.22777777777778 14.4444444444444 76.35
"LH_SomMotA_41" 97 16.1291666666667 38.8666666666667 76.0625
"LH_SomMotA_42" 98 11.6535947712418 28.3986928104575 71.2287581699346
"LH_SomMotA_43" 99 10.703196347032 32.7716894977169 72.8310502283105
"LH_SomMotB_Aud_1" 100 53.043321299639 1.28640192539109 -2.48676293622142
"LH_SomMotB_Aud_2" 101 55.1895131086142 19.0397003745318 6.62247191011236
"LH_SomMotB_Aud_3" 102 41.1721991701245 21.1721991701245 4.75311203319502
"LH_SomMotB_Aud_4" 103 60.3670162059104 28.5004766444233 11.6291706387035
"LH_SomMotB_Aud_5" 104 36.3021276595745 10.9744680851064 12.0085106382979
"LH_SomMotB_Aud_6" 105 34.9837545126354 22.9657039711191 11.6642599277978
"LH_SomMotB_Aud_7" 106 42.1370967741936 32.1827956989247 10.0564516129032
"LH_SomMotB_Aud_8" 107 36.2777777777778 13.6740740740741 17.6851851851852
"LH_SomMotB_Aud_9" 108 48.9857651245552 36.5729537366548 14.8078291814947
"LH_SomMotB_Aud_10" 109 42.5076452599388 14.2140672782875 16.6941896024465
"LH_SomMotB_Aud_11" 110 35.6968390804598 26.8117816091954 19.1580459770115
"LH_SomMotB_Aud_12" 111 59.3213114754098 40.6743169398907 18.9912568306011
"LH_SomMotB_Aud_13" 112 50.3674242424242 13.219696969697 13.2462121212121
"LH_SomMotB_Aud_14" 113 41.2779922779923 37.1602316602317 18.9131274131274
"LH_SomMotB_Aud_15" 114 58.9836683417085 2.01130653266332 9.85929648241206
"LH_SomMotB_Aud_16" 115 44.3012422360248 23.0341614906832 19.1552795031056
"LH_SomMotB_Aud_17" 116 56.8336134453781 17.218487394958 17.144537815126
"LH_SomMotB_Aud_18" 117 51.3267882187938 25.8639551192146 16.9789621318373
"LH_SomMotB_Aud_19" 118 61.7423728813559 0.36271186440678 16.9084745762712
"LH_SomMotB_Aud_20" 119 65.2936893203884 11.6626213592233 16.3470873786408
"LH_SomMotB_Aud_21" 120 57.6390532544379 6.82544378698225 20.5029585798817
"LH_SomMotB_Aud_22" 121 59.3350604490501 -0.64594127806563 26.9309153713299
"LH_SomMotB_Aud_23" 122 63.9677419354839 9.34331797235023 27.9423963133641
"LH_SomMotB_Aud_24" 123 50.6073059360731 7.27397260273973 27.8675799086758
"LH_SomMotB_Aud_25" 124 57.1719298245614 3.87017543859649 38.0701754385965
"LH_SomMotB_Aud_26" 125 51.8877551020408 11.8897959183673 35.1102040816327
"LH_SomMotB_Aud_27" 126 46.4154488517745 12.348643006263 37.0167014613779
"LH_SomMotB_Aud_28" 127 53.451724137931 3.98965517241379 47.9965517241379
"LH_SomMotB_Aud_29" 128 38.3270440251572 19.3836477987421 38.4654088050314
"LH_DorsAttnA_TempOcc_1" 129 34.4791666666667 37.7696078431373 -23.3670343137255
"LH_DorsAttnA_TempOcc_2" 130 47.2868346007605 52.0993346007605 -17.1905893536122
"LH_DorsAttnA_TempOcc_3" 131 24.7929759704251 45.7929759704251 -14.1608133086876
"LH_DorsAttnA_TempOcc_4" 132 47.505376344086 68.4792626728111 -13.8725038402458
"LH_DorsAttnA_TempOcc_5" 133 42.1619937694704 61.9688473520249 -2.84579439252336
"LH_DorsAttnA_TempOcc_6" 134 47.2266055045872 72.7633027522936 -1.6605504587156
"LH_DorsAttnA_TempOcc_7" 135 49.6559485530547 67.4030010718114 5.86709539121115
"LH_DorsAttnA_TempOcc_8" 136 48.7647601476015 62.5544280442804 15.6070110701107
"LH_DorsAttnA_TempOcc_9" 137 42.0348432055749 69.5923344947735 23.0801393728223
"LH_DorsAttnA_SPL_1" 138 31.1855010660981 84.955223880597 25.9445628997868
"LH_DorsAttnA_SPL_2" 139 29.3268482490272 73.1284046692607 24.3112840466926
"LH_DorsAttnA_SPL_3" 140 24.072625698324 71.9804469273743 30.9692737430168
"LH_DorsAttnA_SPL_4" 141 22.5516483516484 80.2351648351648 44.1868131868132
"LH_DorsAttnA_SPL_5" 142 22.4396284829721 63.7306501547988 41.6284829721362
"LH_DorsAttnA_SPL_6" 143 20.7871287128713 69.6534653465347 44.0049504950495
"LH_DorsAttnA_SPL_7" 144 16.5234375 72.140625 54.1328125
"LH_DorsAttnA_SPL_8" 145 27.3861386138614 53.973597359736 48.1023102310231
"LH_DorsAttnA_SPL_9" 146 22.8627450980392 57.7156862745098 49.9117647058824
"LH_DorsAttnA_SPL_10" 147 21.8319783197832 66.5257452574526 56.1707317073171
"LH_DorsAttnA_SPL_11" 148 35.4281524926686 49.3108504398827 51.1466275659824
"LH_DorsAttnA_SPL_12" 149 31.6388349514563 58.1126213592233 59.0174757281553
"LH_DorsAttnA_SPL_13" 150 16.9516728624535 65.8401486988848 62.5687732342007
"LH_DorsAttnA_SPL_14" 151 24.7448275862069 61.151724137931 64.451724137931
"LH_DorsAttnB_TempOcc_1" 152 59.2775 60.09625 6.99625
"LH_DorsAttnB_PostC_1" 153 63.001677852349 21.5402684563758 30.5822147651007
"LH_DorsAttnB_PostC_2" 154 57.5857885615251 15.6793760831889 37.7400346620451
"LH_DorsAttnB_PostC_3" 155 54.8328981723238 22.2845953002611 37.7232375979112
"LH_DorsAttnB_PostC_4" 156 47.9018691588785 30.088785046729 38.8831775700935
"LH_DorsAttnB_PostC_5" 157 40.0033112582781 34.2748344370861 38.1953642384106
"LH_DorsAttnB_PostC_6" 158 47.3873517786561 26.1264822134387 40.9841897233202
"LH_DorsAttnB_PostC_7" 159 39.268115942029 33.5676328502415 44.951690821256
"LH_DorsAttnB_PostC_8" 160 31.3510638297872 38.968085106383 46.3563829787234
"LH_DorsAttnB_PostC_9" 161 13.680981595092 59.680981595092 55.4386503067485
"LH_DorsAttnB_PostC_10" 162 35.2646464646465 48.9191919191919 64.4626262626263
"LH_DorsAttnB_PostC_11" 163 6.49620637329287 58.2594840667678 64.8285280728376
"LH_DorsAttnB_PostC_12" 164 17.3910891089109 59.5866336633663 66.1905940594059
"LH_DorsAttnB_PostC_13" 165 24.0417335473515 52.1573033707865 67.8747993579454
"LH_DorsAttnB_PostC_14" 166 13.5309278350515 51.6211340206186 70.0335051546392
"LH_DorsAttnB_FEF_1" 167 44.5189620758483 2.25948103792415 52.6526946107784
"LH_DorsAttnB_FEF_2" 168 36.2732394366197 0.23943661971831 50.0338028169014
"LH_DorsAttnB_FEF_3" 169 34.6297420333839 5.80880121396055 51.8376327769347
"LH_DorsAttnB_FEF_4" 170 25.636036036036 6.43423423423423 47.9279279279279
"LH_DorsAttnB_FEF_5" 171 22.1568825910931 -3.22874493927126 58.5121457489879
"LH_DorsAttnB_FEF_6" 172 24.0973282442748 12.3110687022901 55.6507633587786
"LH_SalVentAttnA_ParOper_1" 173 48.6775431861804 40.0287907869482 26.4433781190019
"LH_SalVentAttnA_ParOper_2" 174 54.6171548117155 33.0794979079498 23.7845188284519
"LH_SalVentAttnA_ParOper_3" 175 63.6063829787234 28.1671732522796 21.4118541033435
"LH_SalVentAttnA_ParOper_4" 176 58.4134078212291 37.4413407821229 34.7081005586592
"LH_SalVentAttnA_ParOper_5" 177 59.6923076923077 19.3128205128205 25.9205128205128
"LH_SalVentAttnA_ParOper_6" 178 63.5985915492958 30.4102112676056 37.7799295774648
"LH_SalVentAttnA_Ins_1" 179 39.0333333333333 -3.74912280701754 -8.01169590643275
"LH_SalVentAttnA_Ins_2" 180 38.1559278350515 -2.74226804123711 1.82860824742268
"LH_SalVentAttnA_Ins_3" 181 39.5776836158192 13.8064971751412 -0.252118644067797
"LH_SalVentAttnA_Ins_4" 182 32.6110019646365 -19.6905697445972 8.68958742632613
"LH_SalVentAttnA_Ins_5" 183 35.6680216802168 -0.665311653116531 10.6585365853659
"LH_SalVentAttnA_Ins_6" 184 38.7298245614035 -9.75087719298246 8.1578947368421
"LH_SalVentAttnA_Ins_7" 185 41.5490654205607 2.74065420560748 13.4252336448598
"LH_SalVentAttnA_Ins_8" 186 50.6246575342466 -0.357990867579909 4.72420091324201
"LH_SalVentAttnA_Ins_9" 187 51.3432835820896 -10.3992537313433 3.1044776119403
"LH_SalVentAttnA_Ins_10" 188 55.7522658610272 -7.48640483383686 13.690332326284
"LH_SalVentAttnA_ParMed_1" 189 11.7 28.3578947368421 37.9552631578947
"LH_SalVentAttnA_ParMed_2" 190 11.2433862433862 16.7910052910053 39.531746031746
"LH_SalVentAttnA_ParMed_3" 191 13.0084269662921 38.6573033707865 43.747191011236
"LH_SalVentAttnA_ParMed_4" 192 12.2012578616352 26.0283018867925 43.5188679245283
"LH_SalVentAttnA_ParMed_5" 193 10.8313953488372 44.0203488372093 50.6046511627907
"LH_SalVentAttnA_ParMed_6" 194 12.0973451327434 34.3893805309735 48.4646017699115
"LH_SalVentAttnA_ParMed_7" 195 4.47166666666667 50.275 57.87
"LH_SalVentAttnA_ParMed_8" 196 12.6732673267327 45.7425742574257 57.8217821782178
"LH_SalVentAttnA_FrMed_1" 197 7.16984402079723 -15.370883882149 33.0051993067591
"LH_SalVentAttnA_FrMed_2" 198 2.87252747252747 -1.70549450549451 38.7010989010989
"LH_SalVentAttnA_FrMed_3" 199 9.46923076923077 -4.98076923076923 40.3576923076923
"LH_SalVentAttnA_FrMed_4" 200 4.72014585232452 -16.767547857794 42.3363719234275
"LH_SalVentAttnA_FrMed_5" 201 5.89727722772277 -5.16707920792079 52.0569306930693
"LH_SalVentAttnA_FrMed_6" 202 3.54699537750385 -10.5855161787365 63.2095531587057
"LH_SalVentAttnA_FrMed_7" 203 7.77317880794702 0.509933774834437 70.7549668874172
"LH_SalVentAttnB_IPL_1" 204 59.8150572831424 40.7299509001637 45.1865793780687
"LH_SalVentAttnB_PFCd_1" 205 20.3764478764479 -2.97104247104247 69.7239382239382
"LH_SalVentAttnB_PFCl_1" 206 37.504509921828 -52.5574263379435 14.6993385447986
"LH_SalVentAttnB_PFCl_2" 207 29.5067567567568 -43.4375 30.0653153153153
"LH_SalVentAttnB_PFCl_3" 208 43.0865384615385 -40.7527472527473 26.3104395604396
"LH_SalVentAttnB_PFCl_4" 209 20.6567164179104 -44.759328358209 29.7220149253731
"LH_SalVentAttnB_PFCl_5" 210 29.2430453879941 -32.2327964860908 35.1976573938507
"LH_SalVentAttnB_PFCl_6" 211 40.6238830219334 -30.0292445166531 37.4159220146223
"LH_SalVentAttnB_PFCv_1" 212 33.7905236907731 -15.8341645885287 -9.0785536159601
"LH_SalVentAttnB_PFCv_2" 213 31.9511533242877 -22.2306648575305 -1.10719131614654
"LH_SalVentAttnB_PFCv_3" 214 34.1346153846154 -30.2596153846154 0.163461538461538
"LH_SalVentAttnB_PFCv_4" 215 44.7802071346375 -13.4303797468354 2.20368239355581
"LH_SalVentAttnB_PFCv_5" 216 55.7277070063694 -15.4617834394904 11.0398089171975
"LH_SalVentAttnB_PFCmp_1" 217 2.68396226415094 -24.9929245283019 21.7429245283019
"LH_SalVentAttnB_PFCmp_2" 218 3.21495327102804 -11.7757009345794 27.4065420560748
"LH_SalVentAttnB_PFCmp_3" 219 6.70201096892139 -26.6535648994516 29.9606946983547
"LH_SalVentAttnB_PFCmp_4" 220 5.63714285714286 -16.7514285714286 52.5
"LH_Limbic_OFC_1" 221 19.9945355191257 -12.7959927140255 -22.8378870673953
"LH_Limbic_OFC_2" 222 13.1734906315059 -24.0513532269257 -21.6675919500347
"LH_Limbic_OFC_3" 223 27.7397959183673 -16.9047619047619 -23.0510204081633
"LH_Limbic_OFC_4" 224 9.12129380053908 -42.7304582210243 -23.533692722372
"LH_Limbic_OFC_5" 225 19.5653950953678 -41.9182561307902 -18.8882833787466
"LH_Limbic_OFC_6" 226 24.8996587030717 -30.0430034129693 -16.4948805460751
"LH_Limbic_OFC_7" 227 4.64553093964859 -20.0679908326967 -20.7471352177235
"LH_Limbic_OFC_8" 228 2.99388004895961 -41.3806609547124 -22.4479804161567
"LH_Limbic_OFC_9" 229 9.5396163469558 -57.0316930775646 -20.652210175146
"LH_Limbic_OFC_10" 230 25.5827193569993 -49.0629604822505 -13.89417280643
"LH_Limbic_OFC_11" 231 3.53125 -15.15625 -10.9131944444444
"LH_Limbic_OFC_12" 232 8.00361010830325 -66.173285198556 -10.7671480144404
"LH_Limbic_OFC_13" 233 20.9599447513812 -62.878453038674 -8.10082872928177
"LH_Limbic_TempPole_1" 234 30.3454894433781 1.67658349328215 -44.9251439539347
"LH_Limbic_TempPole_2" 235 46.7855833842395 3.51679902260232 -39.351863164325
"LH_Limbic_TempPole_3" 236 32.8627254509018 -9.97094188376754 -40.0751503006012
"LH_Limbic_TempPole_4" 237 31.1981195433177 9.97582269979852 -35.897918065816
"LH_Limbic_TempPole_5" 238 40.9541751527495 13.1395112016293 -32.4378818737271
"LH_Limbic_TempPole_6" 239 22.1681345076061 -5.92313851080865 -34.4443554843875
"LH_Limbic_TempPole_7" 240 52.9017632241814 19.8458438287154 -31.7259445843829
"LH_Limbic_TempPole_8" 241 19.0190336749634 4.82869692532943 -31.294289897511
"LH_Limbic_TempPole_9" 242 39.1210653753027 19.7433414043584 -28.3244552058111
"LH_Limbic_TempPole_10" 243 29.964649490713 -12.114439784302 -31.0826842420611
"LH_Limbic_TempPole_11" 244 43.3344827586207 29.4586206896552 -21.0551724137931
"LH_Limbic_TempPole_12" 245 58.1560203504805 38.5494629734313 -21.2668174109666
"LH_Limbic_TempPole_13" 246 39.0973782771536 -7.10112359550562 -22.5842696629213
"LH_Limbic_TempPole_14" 247 44.923928077455 -1.40248962655602 -13.7828492392808
"LH_ContA_Temp_1" 248 56.8758012820513 61.1666666666667 -3.50801282051282
"LH_ContA_IPS_1" 249 29.0505494505495 76.2637362637363 34.2989010989011
"LH_ContA_IPS_2" 250 27.0529100529101 67.1798941798942 34.2857142857143
"LH_ContA_IPS_3" 251 56.5630630630631 29.2537537537538 46.3588588588589
"LH_ContA_IPS_4" 252 54.0074906367041 40.7640449438202 53.0486891385768
"LH_ContA_IPS_5" 253 47.3970099667774 38.3554817275747 45.890365448505
"LH_ContA_IPS_6" 254 28.7225806451613 66.010752688172 49.7806451612903
"LH_ContA_IPS_7" 255 38.7070422535211 42.7408450704225 44.2619718309859
"LH_ContA_IPS_8" 256 31.3954154727794 57.6103151862464 41.6561604584527
"LH_ContA_IPS_9" 257 34.9693251533742 49.2239263803681 37.1472392638037
"LH_ContA_IPS_10" 258 33.1060606060606 41.1313131313131 39.2727272727273
"LH_ContA_IPS_11" 259 29.9314641744548 47.208722741433 40.2461059190031
"LH_ContA_PFCd_1" 260 29.1265060240964 0.477911646586345 56.6044176706827
"LH_ContA_PFCd_2" 261 23.9719101123596 -5.33426966292135 48.3089887640449
"LH_ContA_PFCl_1" 262 46.8031319910515 -39.4720357941834 7.54474272930649
"LH_ContA_PFCl_2" 263 49.4582463465553 -34.0657620041754 13.2807933194154
"LH_ContA_PFCl_3" 264 38.6978131212724 -38.9751491053678 13.5755467196819
"LH_ContA_PFCl_4" 265 47.46018735363 -9.83606557377049 17.6744730679157
"LH_ContA_PFCl_5" 266 46.9215080346106 -21.1464771322621 23.3325092707046
"LH_ContA_PFCl_6" 267 40.0357568533969 -26.8760429082241 23.5268176400477
"LH_ContA_PFCl_7" 268 48.6714413607878 -5.65264100268577 26.4171888988362
"LH_ContA_PFCl_8" 269 35.8566308243728 -9.10931899641577 26.826164874552
"LH_ContA_PFCl_9" 270 38.1663807890223 -1.45797598627787 34.4150943396226
"LH_ContA_PFCl_10" 271 49.9252049180328 -3.33606557377049 37.5625
"LH_ContA_Cinga_1" 272 3.41810344827586 0.301724137931034 30.7068965517241
"LH_ContB_Temp_1" 273 56.826435246996 47.4779706275033 -15.758344459279
"LH_ContB_Temp_2" 274 61.4534412955466 50.5336032388664 -10.7028340080972
"LH_ContB_Temp_3" 275 63.8875 51.0825 -1.49
"LH_ContB_IPL_1" 276 51.9424743892829 49.123719464145 46.3719464144996
"LH_ContB_IPL_2" 277 46.9760479041916 57.0898203592814 52.1497005988024
"LH_ContB_IPL_3" 278 30.1643835616438 70.6815068493151 42.5068493150685
"LH_ContB_IPL_4" 279 36.1487964989059 59.5382932166302 45.7702407002188
"LH_ContB_IPL_5" 280 43.8919860627178 44.7351916376307 52.7317073170732
"LH_ContB_IPL_6" 281 40.8692660550459 51.2201834862385 46.3119266055046
"LH_ContB_PFCd_1" 282 20.5512265512266 -19.1428571428571 61.3477633477633
"LH_ContB_PFCl_1" 283 45.7460168697282 -16.7057169634489 32.4695407685098
"LH_ContB_PFCl_2" 284 43.185635359116 -20.4707182320442 45.6430939226519
"LH_ContB_PFCl_3" 285 39.9016018306636 -10.4050343249428 41.8970251716247
"LH_ContB_PFClv_1" 286 39.3554260742899 -48.7625637290605 -13.7225054624909
"LH_ContB_PFClv_2" 287 29.0428449014567 -56.598971722365 -1.23136246786632
"LH_ContB_PFClv_3" 288 41.6084828711256 -49.2218597063622 -0.753126699293094
"LH_ContB_PFClv_4" 289 27.8191190253046 -53.7291471415183 12.0140581068416
"LH_ContB_PFCmp_1" 290 4.50995670995671 -29.0787878787879 44.5766233766234
"LH_ContC_pCun_1" 291 14.6466165413534 64.9924812030075 25.1127819548872
"LH_ContC_pCun_2" 292 12.9820051413882 67.4832904884319 30.1439588688946
"LH_ContC_pCun_3" 293 9.32372505543237 71.6563192904656 37.7538802660754
"LH_ContC_pCun_4" 294 3.53467561521253 32.1521252796421 42.3087248322148
"LH_ContC_pCun_5" 295 9.82701421800948 73.1729857819905 45.3080568720379
"LH_ContC_pCun_6" 296 4.05 42.340625 44.553125
"LH_ContC_pCun_7" 297 2.8252688172043 73.4274193548387 48.3360215053763
"LH_ContC_pCun_8" 298 4.78465346534653 48.7054455445545 48.8143564356436
"LH_ContC_pCun_9" 299 3.98765432098765 57.9670781893004 51.1769547325103
"LH_ContC_pCun_10" 300 7.55250403877221 70.7641357027464 57.529886914378
"LH_ContC_pCun_11" 301 4.00607902735562 62.3282674772036 54.7629179331307
"LH_ContC_Cingp_1" 302 5.27536231884058 44.1231884057971 21.3550724637681
"LH_ContC_Cingp_2" 303 5.225 36.41 25.785
"LH_ContC_Cingp_3" 304 3.80323450134771 23.4339622641509 29.0458221024259
"LH_ContC_Cingp_4" 305 3.4344262295082 12.0409836065574 30.4180327868852
"LH_DefaultA_IPL_1" 306 50.5581920903955 68.2700564971751 31.4632768361582
"LH_DefaultA_IPL_2" 307 44.4578651685393 71.9452247191011 40.6193820224719
"LH_DefaultA_IPL_3" 308 43.248987854251 63.0263157894737 38.3947368421053
"LH_DefaultA_IPL_4" 309 32.0402075226978 75.8287937743191 48.0324254215305
"LH_DefaultA_IPL_5" 310 40.5429975429975 65.3857493857494 51.6928746928747
"LH_DefaultA_PFCd_1" 311 23.2648648648649 -41.227027027027 41.4288288288288
"LH_DefaultA_PFCd_2" 312 31.2165289256198 -30.0462809917355 48.2793388429752
"LH_DefaultA_PFCd_3" 313 24.0058823529412 -27.5426470588235 41.4897058823529
"LH_DefaultA_PFCd_4" 314 19.1892505677517 -32.332323996972 47.3762301286904
"LH_DefaultA_PFCd_5" 315 27.4261019878997 -15.0458081244598 54.2679343128781
"LH_DefaultA_PFCd_6" 316 21.4761904761905 -16.1305114638448 46.3068783068783
"LH_DefaultA_PCC_1" 317 4.97169811320755 47.9528301886792 12.5283018867925
"LH_DefaultA_PCC_2" 318 3.28224299065421 55.2261682242991 15.7607476635514
"LH_DefaultA_PCC_3" 319 4.71497584541063 64.5821256038647 21.4275362318841
"LH_DefaultA_PCC_4" 320 4.80442804428044 53.2029520295203 24.3542435424354
"LH_DefaultA_PCC_5" 321 2.50533049040512 44.5970149253731 30.2110874200426
"LH_DefaultA_PCC_6" 322 4.31794871794872 59.648717948718 29.1923076923077
"LH_DefaultA_PCC_7" 323 2.25903614457831 33.6626506024096 30.3734939759036
